timestamp,timeIntervalSince1970,label
"2019-11-26 16:49:11.629 +0000",1574786951.629019,Start
"2019-11-26 16:50:20.916 +0000",1574787020.916015,Stop
"2019-11-26 16:50:33.965 +0000",1574787033.965307,Start
"2019-11-26 16:51:46.264 +0000",1574787106.263877,Stop
